,num,mae,rmse,mape,r2,var
0,0,0,0,0,0,0
0,0,27.445718621866412,39.284598492687095,23.18857596660845,0.9279665257384213,0.927975254833342
0,1,27.480926309292354,39.320257166460294,23.014658508982603,0.9278379788824508,0.9278400180362217
0,2,27.53323241021329,39.29525796425342,23.003511234425105,0.9279371445881467,0.9280061792565557
0,3,27.456408323098064,39.27190613972539,23.070857634558486,0.9280158294722561,0.9280218080550844
0,4,27.412088518791492,39.27174929202041,23.1198813045319,0.9280134673693551,0.9280239548610218
