,num,mae,rmse,mape,r2,var
0,0,0,0,0,0,0
0,0,17.748253939704746,27.589182038141985,16.963138900727476,0.961956537042367,0.9632949352721072
0,1,17.808364548817046,27.783001406896876,16.666540771908416,0.9614387416720344,0.9630966312907041
0,2,17.82243109917713,27.884642743573572,16.661153930917628,0.961147987610497,0.9626263007157553
0,3,17.39749948785053,27.085019162583595,16.445041672080084,0.9633192264225028,0.9643960971223672
0,4,17.983037428126067,28.007766852826595,16.72022816682565,0.9608305835119468,0.9627779100955556
