,num,mae,rmse,mape,r2,var
0,0,0,0,0,0,0
0,0,27.590169527095757,41.540606217497185,12.166771964405093,0.9506861947271223,0.95069389611809
0,1,27.583713196059797,41.58174467466103,12.045772746409254,0.95058664055608,0.9505891330805917
0,2,27.571986096991985,41.51404373047643,12.18500282398097,0.9507486676352455,0.9507547105807685
0,3,27.62730059185177,41.57789919527987,12.192106531475307,0.9505968018441557,0.9506069997041325
0,4,27.612348796418544,41.55842184435742,12.140909170930787,0.9506424517181439,0.9506448143719802
