,num,mae,rmse,mape,r2,var
0,0,0,0,0,0,0
0,0,34.07345962902249,52.356851645153874,15.849089892299073,0.921153339151368,0.9220334297529743
0,1,32.917655719389025,51.483505535415475,14.850743329930316,0.9237145913940547,0.9240216785343489
0,2,33.23508164673203,51.735195666822435,14.991753107010988,0.9229693643353433,0.9232183331676856
0,3,32.88561550788961,51.243704635050925,15.051389499915002,0.9243618761838783,0.9243635822689849
0,4,33.889358988986295,52.2651235961241,15.661782750736897,0.921462622954184,0.9229111797933719
